sentence,difficulty,tokenized,wordnb,cognate,cognatenb,cognateratio,punctuation,token_nb,tokenratio
Je suis secrétaire et je m'occupe de mes deux enfants quand ils rentrent de l'école.,A1,"['secrétair', 'occupe', 'enfant', 'rentrer', 'école']",17,['enfant'],1,0.058823529411764705,1,5,0.29411764705882354
"Ne te couche pas trop tard, tu vas à l'école demain.",A1,"['couche', 'tard', 'école', 'demain']",12,[],0,0.0,2,4,0.3333333333333333
J'ai peur du noir.,A1,"['peur', 'noir']",5,[],0,0.0,1,2,0.4
Elle a décidé de s'y installer.,A1,"['décider', 'installer']",7,['installer'],1,0.14285714285714285,1,2,0.2857142857142857
"Aujourd'hui, c'est leur mariage.",A1,['mariage'],6,[],0,0.0,2,1,0.16666666666666666
Vous pouvez m'aider ?,A1,"['pouvoir', 'aider']",4,['aider'],1,0.25,1,2,0.5
J'aime bien courir le matin en été.,A1,"['aime', 'courir', 'matin']",8,"['aime', 'matin']",2,0.25,1,3,0.375
"Et aujourd'hui, je suis artiste.",A1,['artiste'],6,[],0,0.0,2,1,0.16666666666666666
Je suis américain.,A1,['américain'],3,[],0,0.0,1,1,0.3333333333333333
Pour le dessert il y a de la mousse au chocolat.,A1,"['dessert', 'mousse', 'chocolat']",11,"['dessert', 'mousse', 'chocolat']",3,0.2727272727272727,1,3,0.2727272727272727
Il est employé,A1,['employer'],3,[],0,0.0,0,1,0.3333333333333333
C'est bientôt l'anniversaire de Julie.,A1,"['bientôt', 'anniversaire', 'julie']",7,"['anniversaire', 'julie']",2,0.2857142857142857,1,3,0.42857142857142855
C'est une charmante ville.,A1,"['charmant', 'ville']",5,['charmant'],1,0.2,1,2,0.4
Est-ce que le professeur Omar est libre ?,A1,"['professeur', 'omar', 'libre']",8,['omar'],1,0.125,2,3,0.375
"Bonjour, c'est mon dernier jour dans cette école.",A1,"['bonjour', 'jour', 'école']",9,"['bonjour', 'jour']",2,0.2222222222222222,2,3,0.3333333333333333
J'espères que tu vas bien,A1,['espérer'],6,[],0,0.0,0,1,0.16666666666666666
"Même si Limoges est une grande ville, elle n'a rien à voir avec Paris !",A1,"['limoges', 'grand', 'ville', 'voir', 'paris']",15,['paris'],1,0.06666666666666667,1,5,0.3333333333333333
J'ai passé une très bonne journée de vacances.,A1,"['passer', 'bon', 'journée', 'vacance']",9,"['passer', 'vacance']",2,0.2222222222222222,1,4,0.4444444444444444
Nous allons à la plage.,A1,"['aller', 'plage']",5,"['aller', 'plage']",2,0.4,1,2,0.4
Quel est ton numéro de téléphone ?,A1,"['numéro', 'téléphone']",6,[],0,0.0,1,2,0.3333333333333333
C'est ma meilleure amie,A1,"['meilleur', 'amie']",5,['amie'],1,0.2,0,2,0.4
L'addition s'il-vous-plaît !,A1,"['addition', 'plaire']",6,"['addition', 'plaire']",2,0.3333333333333333,2,2,0.3333333333333333
"Salut, moi c'est Laura.",A1,"['salut', 'laura']",5,['laura'],1,0.2,2,2,0.4
"Je veux dire, vraiment triste.",A1,"['vouloir', 'vraiment', 'triste']",5,"['vouloir', 'triste']",2,0.4,2,3,0.6
Il joue de la guitare dans un bar.,A1,"['joue', 'guitare', 'bar']",8,"['joue', 'guitare', 'bar']",3,0.375,1,3,0.375
"Le soir en hiver, j'aime bien lire près de la cheminée et faire de la cuisine.",A1,"['soir', 'hiver', 'aime', 'lire', 'cheminée', 'faire', 'cuisine']",17,"['soir', 'aime', 'lire', 'faire', 'cuisine']",5,0.29411764705882354,2,7,0.4117647058823529
"Le quartier est tranquille et agréable, et pas trop loin de l'Université",A1,"['quartier', 'tranquille', 'agréable', 'loin', 'université']",13,['loin'],1,0.07692307692307693,1,5,0.38461538461538464
Tu prends une douche et tu vas au lit.,A1,"['prends', 'douche', 'lit']",9,"['douche', 'lit']",2,0.2222222222222222,1,3,0.3333333333333333
J'aime beaucoup l'école,A1,"['aime', 'école']",5,['aime'],1,0.2,0,2,0.4
Il fait très chaud ce matin à la plage.,A1,"['faire', 'chaud', 'matin', 'plage']",9,"['faire', 'matin', 'plage']",3,0.3333333333333333,1,4,0.4444444444444444
Mais où est Alice ?,A1,['alice'],4,['alice'],1,0.25,1,1,0.25
Je vous coupe les cheveux comme cela ?,A1,"['coupe', 'cheveu']",7,[],0,0.0,1,2,0.2857142857142857
"C'est pratique pour aller d'un centre commercial à un autre, pour aller à l'école, à la piscine, au stade ou encore au théâtre, parce que la ville est très grande",A1,"['pratique', 'aller', 'centre', 'commercial', 'aller', 'école', 'piscine', 'stade', 'théâtre', 'ville', 'grand']",33,"['aller', 'centre', 'commercial', 'aller', 'piscine', 'stade']",6,0.18181818181818182,4,11,0.3333333333333333
C'est aussi le moment idéal pour profiter de l'eau et aller nager à la mer ou à la piscine.,A1,"['moment', 'idéal', 'profiter', 'eau', 'aller', 'nager', 'mer', 'piscine']",21,"['moment', 'eau', 'aller', 'nager', 'mer', 'piscine']",6,0.2857142857142857,1,8,0.38095238095238093
C'est fantastique ! Merci beaucoup.,A1,['fantastique'],5,['fantastique'],1,0.2,1,1,0.2
"Il trouve qu'il fait trop chaud, alors il s'est ennuyé",A1,"['trouve', 'faire', 'chaud', 'ennuyer']",12,['faire'],1,0.08333333333333333,1,4,0.3333333333333333
Changer de vie.,A1,"['changer', 'vie']",3,"['changer', 'vie']",2,0.6666666666666666,1,2,0.6666666666666666
Il croit que nous avons raison.,A1,"['croire', 'raison']",6,['croire'],1,0.16666666666666666,1,2,0.3333333333333333
C'est haut là-haut !,A1,"['haut', 'haut']",5,[],0,0.0,1,2,0.4
Marc n'est pas très grand,A1,"['marc', 'grand']",6,['marc'],1,0.16666666666666666,0,2,0.3333333333333333
"Mon frère Patrice est plus jeune que moi, il va à l'école des petits.",A1,"['frère', 'patrice', 'jeune', 'aller', 'école', 'petit']",15,"['patrice', 'aller']",2,0.13333333333333333,2,6,0.4
On va manger dans le jardin.,A1,"['aller', 'manger', 'jardin']",6,"['aller', 'manger']",2,0.3333333333333333,1,3,0.5
"Dans la classe, il est interdit de fumer",A1,"['classe', 'interdire', 'fumer']",8,"['classe', 'interdire', 'fumer']",3,0.375,1,3,0.375
Elle s'appelle Folio et elle a un an.,A1,"['appeler', 'folio', 'an']",9,"['appeler', 'folio']",2,0.2222222222222222,1,3,0.3333333333333333
Parlez-moi de votre maison.,A1,['maison'],5,[],0,0.0,2,1,0.2
"Son mari, lui, n'aime pas beaucoup la mer",A1,"['mari', 'aime', 'mer']",9,"['aime', 'mer']",2,0.2222222222222222,2,3,0.3333333333333333
Aimerais-tu un verre?,A1,"['aimerai', 'verre']",4,['verre'],1,0.25,2,2,0.5
Je suis fatigué.,A1,['fatiguer'],3,[],0,0.0,1,1,0.3333333333333333
"C'est peut-être une petite soeur, un gentil chat comme moi .",A1,"['pouvoir', 'petit', 'soeur', 'gentil', 'chat']",12,"['soeur', 'gentil', 'chat']",3,0.25,3,5,0.4166666666666667
"Je m'appelle Jessica. Je suis une fille, je suis française et j'ai treize ans.",A1,"['appelle', 'jessica', 'fille', 'français', 'an']",16,"['appelle', 'jessica']",2,0.125,3,5,0.3125
je réunis tous ceux qui j'aime bien pour fêter l'arrivée de l'été.,A1,"['réunir', 'aime', 'fêter', 'arrivée']",15,['aime'],1,0.06666666666666667,1,4,0.26666666666666666
"Excusez-moi, je me suis perdu. Pouvez-vous m'aider ?",A1,"['excusez', 'perdu', 'pouvez', 'aider']",10,"['excusez', 'aider']",2,0.2,5,4,0.4
Bonjour à tous et bienvenue à la formation.,A1,"['bonjour', 'bienvenue', 'formation']",8,"['bonjour', 'bienvenue', 'formation']",3,0.375,1,3,0.375
"Elle a trois enfants, deux garçons et une fille.",A1,"['enfant', 'garçon', 'fille']",9,['enfant'],1,0.1111111111111111,2,3,0.3333333333333333
"Et ce qui se passe si, tout d'un coup, nous pensons notre assiette.",A1,"['passer', 'coup', 'penser', 'assiette']",14,"['passer', 'penser', 'assiette']",3,0.21428571428571427,3,4,0.2857142857142857
"Ici, il fait toujours chaud.",A1,"['ici', 'faire', 'chaud']",5,"['ici', 'faire']",2,0.4,2,3,0.6
"Le soir, je me cuche tôt parce que je dois être toujours en bonne forme.",A1,"['soir', 'cuche', 'tôt', 'devoir', 'bon', 'forme']",15,['soir'],1,0.06666666666666667,2,6,0.4
Ma maison est grande,A1,"['maison', 'grand']",4,[],0,0.0,0,2,0.5
Papa est en voyage jusqu'à demain.,A1,"['papa', 'voyage', 'demain']",7,['papa'],1,0.14285714285714285,1,3,0.42857142857142855
"Peux-tu me donner l'heure du déjeuner, la date et l'adresse de ton appartement",A1,"['donner', 'heure', 'déjeuner', 'date', 'adresse', 'appartement']",16,"['donner', 'heure', 'date', 'appartement']",4,0.25,2,6,0.375
"Enfin, on trouve aussi le blanc, comme la neige, et le noir, comme la nuit.",A1,"['trouve', 'blanc', 'neige', 'noir', 'nuit']",15,['neige'],1,0.06666666666666667,5,5,0.3333333333333333
"Parfait, alors un plat du jour, s'il vous plaît.",A1,"['parfaire', 'plat', 'jour', 'plaire']",10,"['plat', 'jour', 'plaire']",3,0.3,3,4,0.4
Mais les chiens et les chats ne s'aiment pas beaucoup .,A1,"['chien', 'chat', 'aimer']",11,"['chat', 'aimer']",2,0.18181818181818182,1,3,0.2727272727272727
"Ce n'est pas étonnant, car c'est une saison mystérieuse",A1,"['étonnant', 'saison', 'mystérieux']",11,['saison'],1,0.09090909090909091,1,3,0.2727272727272727
"Elle donne sur le jardin, vous y serez très bien.",A1,"['donne', 'jardin']",10,[],0,0.0,2,2,0.2
"Je m'appelle Bob, je suis médecin et j'ai 35 ans.",A1,"['appelle', 'bob', 'médecin', '35', 'an']",12,"['appelle', 'bob']",2,0.16666666666666666,2,5,0.4166666666666667
À la semaine prochaine.,A1,"['semaine', 'prochain']",4,[],0,0.0,1,2,0.5
Je propose que tout le monde apporte quelque chose à manger.,A1,"['propose', 'monde', 'apporte', 'chose', 'manger']",11,"['propose', 'manger']",2,0.18181818181818182,1,5,0.45454545454545453
"Moi aussi, je veux aller me promener !",A1,"['vouloir', 'aller', 'promener']",7,"['vouloir', 'aller', 'promener']",3,0.42857142857142855,1,3,0.42857142857142855
Il travaille en ville.,A1,"['travaille', 'ville']",4,[],0,0.0,1,2,0.5
À bientôt.,A1,['bientôt'],2,[],0,0.0,1,1,0.5
Merci.,A1,[],1,[],0,0.0,1,0,0.0
Parlez-moi de votre famille.,A1,['famille'],5,[],0,0.0,2,1,0.2
J'ai deux frères,A1,['frère'],4,[],0,0.0,0,1,0.25
Tu es américain et elle est anglaise.,A1,"['taire', 'américain', 'anglaise']",7,['taire'],1,0.14285714285714285,1,3,0.42857142857142855
"Excusez-moi, je me suis perdu.",A1,"['excusez', 'perdu']",6,['excusez'],1,0.16666666666666666,3,2,0.3333333333333333
Le restaurant est sur votre gauche,A1,"['restaurant', 'gauche']",6,"['restaurant', 'gauche']",2,0.3333333333333333,0,2,0.3333333333333333
Nous allons à Paris pour prendre un train.,A1,"['aller', 'paris', 'prendre', 'train']",8,"['aller', 'paris', 'prendre', 'train']",4,0.5,1,4,0.5
Alors comment ça marche ?,A1,['marche'],4,[],0,0.0,1,1,0.25
Je vais revenir avec les enfants la semaine prochaine.,A1,"['aller', 'revenir', 'enfant', 'semaine', 'prochain']",9,"['aller', 'revenir', 'enfant']",3,0.3333333333333333,1,5,0.5555555555555556
J'ouvre la porte.,A1,"['ouvrir', 'porte']",4,[],0,0.0,1,2,0.5
"Par contre, les sports d'équipe comme le foot ou le basket, je n'aime pas du tout !",A1,"['sport', 'équipe', 'foot', 'basket', 'aime']",18,"['foot', 'basket', 'aime']",3,0.16666666666666666,2,5,0.2777777777777778
C'est un spectacle magique,A1,"['spectacle', 'magique']",5,"['spectacle', 'magique']",2,0.4,0,2,0.4
À quelle heure on part,A1,"['quell', 'heure', 'part']",5,"['quell', 'heure', 'part']",3,0.6,0,3,0.6
Tu es très sympa.,A1,"['taire', 'sympa']",4,"['taire', 'sympa']",2,0.5,1,2,0.5
"Mon ordinateur ne fonctionne plus, je dois le changer.",A1,"['ordinateur', 'fonctionne', 'devoir', 'changer']",9,"['ordinateur', 'changer']",2,0.2222222222222222,2,4,0.4444444444444444
Très bonne journée à toi !,A1,"['bon', 'journée']",5,[],0,0.0,0,2,0.4
"Je n'aime pas la pluie, surtout pendant les vacances.",A1,"['aime', 'pluie', 'vacance']",10,"['aime', 'vacance']",2,0.2,2,3,0.3
Comment t'appelles-tu ?,A1,['appelle'],4,['appelle'],1,0.25,2,1,0.25
Comment tu t'appelles ?,A1,['appelle'],4,['appelle'],1,0.25,1,1,0.25
Tu penses que la bibliothèque est ouverte ?,A1,"['taire', 'bibliothèque', 'ouvrir']",7,['taire'],1,0.14285714285714285,1,3,0.42857142857142855
A bientôt !,A1,['bientôt'],2,[],0,0.0,0,1,0.5
J'ouvre la porte et le chien court à l'extérieur.,A1,"['ouvrir', 'porte', 'chien', 'court', 'extérieur']",11,['court'],1,0.09090909090909091,1,5,0.45454545454545453
"Quelque chose qui nous a rapproché c'est que toutes les deux on était assez rebelles et assez euh, on aimait bien faire des choses qui sortaient un peu de l'ordinaire.",A1,"['chose', 'rapprocher', 'rebelle', 'aimer', 'faire', 'chose', 'sortir', 'ordinaire']",32,"['rebelle', 'aimer', 'faire']",3,0.09375,2,8,0.25
Paul a le numéro de téléphone de Marie.,A1,"['paul', 'numéro', 'téléphone', 'marie']",8,"['paul', 'marie']",2,0.25,1,4,0.5
Nous avons un cours de Français.,A1,"['cours', 'français']",6,[],0,0.0,1,2,0.3333333333333333
"Ca va, merci.",A1,"['ca', 'aller']",3,['aller'],1,0.3333333333333333,2,2,0.6666666666666666
Moi je m'appelle Lien.,A1,"['appelle', 'lien']",5,['appelle'],1,0.2,1,2,0.4
J'écris un peu.,A1,['écrire'],4,[],0,0.0,1,1,0.25
Il fait toujours chaud,A1,"['faire', 'chaud']",4,['faire'],1,0.25,0,2,0.5
Le chat et la souris.,A1,"['chat', 'souris']",5,['chat'],1,0.2,1,2,0.4
J'ai des cours de méchanique et d'informatique.,A1,"['cours', 'méchanique', 'informatique']",9,['informatique'],1,0.1111111111111111,1,3,0.3333333333333333
Son appartement est loin de l'Université.,A1,"['appartement', 'loin', 'université']",7,"['appartement', 'loin']",2,0.2857142857142857,1,3,0.42857142857142855
J'aime le sport.,A1,"['aime', 'sport']",4,['aime'],1,0.25,1,2,0.5
Je regarde les oiseaux à travers la fenêtre de ma chambre.,A1,"['regarde', 'oiseau', 'travers', 'fenêtre', 'chambre']",11,['regarde'],1,0.09090909090909091,1,5,0.45454545454545453
J'aime les pommes de terre.,A1,"['aime', 'pomme', 'terre']",6,"['aime', 'pomme']",2,0.3333333333333333,1,3,0.5
Mais que fait Jules ?,A1,"['faire', 'jules']",4,['faire'],1,0.25,1,2,0.5
"Ici, tout est immense, il y a du monde partout, les gens sont pressés, . c'est impressionnant !",A1,"['ici', 'immense', 'monde', 'partout', 'presser', 'impressionnant']",17,"['ici', 'presser']",2,0.11764705882352941,5,6,0.35294117647058826
"Enfin, l'été arrive à la fin du mois de juin.",A1,"['arrive', 'fin', 'mois', 'juin']",11,"['arrive', 'fin']",2,0.18181818181818182,2,4,0.36363636363636365
Merci pour cette histoire et bonne année !,A1,"['histoire', 'bon', 'année']",7,['histoire'],1,0.14285714285714285,0,3,0.42857142857142855
"Je vois trois pommes de terre, mais elles ne sont pas bonnes.",A1,"['vois', 'pomme', 'terre', 'bon']",12,['pomme'],1,0.08333333333333333,2,4,0.3333333333333333
L'été c'est le 21 juin et les beaux jours sont là !,A1,"['21', 'juin', 'beal', 'jour']",13,"['beal', 'jour']",2,0.15384615384615385,0,4,0.3076923076923077
Je rentre à la maison à 19 heures,A1,"['rentre', 'maison', '19', 'heure']",8,['heure'],1,0.125,0,4,0.5
Le chat s'est alors accroché au coussin et Simon ne l'a pas vu.,A1,"['chat', 'accrocher', 'coussin', 'simon', 'voir']",15,"['chat', 'simon']",2,0.13333333333333333,1,5,0.3333333333333333
Merci beaucoup pour cette histoire.,A1,['histoire'],5,['histoire'],1,0.2,1,1,0.2
"Votre nom, comment ça s'écrit ?",A1,"['nom', 'écrire']",6,['nom'],1,0.16666666666666666,2,2,0.3333333333333333
Je conduis la voiture.,A1,"['conduire', 'voiture']",4,[],0,0.0,1,2,0.5
"Je suis dans le bus, j'arrive dans 5 minutes.",A1,"['bus', 'arrive', 'minute']",10,"['bus', 'arrive', 'minute']",3,0.3,2,3,0.3
Il fait beau aujourd'hui !,A1,['faire'],5,['faire'],1,0.2,0,1,0.2
Pourquoi on ne peut pas jouer avec Jules et Alice ?,A1,"['pouvoir', 'jouer', 'jules', 'alice']",10,['alice'],1,0.1,1,4,0.4
"Salut! Je suis espagnole, et toi?",A1,"['salut', 'espagnol']",6,['espagnol'],1,0.16666666666666666,2,2,0.3333333333333333
Vraiment?,A1,['vraiment'],1,[],0,0.0,1,1,1.0
"Et toi, tu es toujours cuisinier ?",A1,['cuisinier'],6,['cuisinier'],1,0.16666666666666666,2,1,0.16666666666666666
J'ai hâte !,A1,['hâter'],3,[],0,0.0,0,1,0.3333333333333333
"C'est d'accord pour samedi, je viens avec ma soeur Katrine.",A1,"['accord', 'samedi', 'venir', 'soeur', 'katrine']",12,"['venir', 'soeur', 'katrine']",3,0.25,2,5,0.4166666666666667
Ils y vont à pied.,A1,"['aller', 'pied']",5,['aller'],1,0.2,1,2,0.4
Le test de niveau en français est sur le site Internet de l'école.,A1,"['test', 'niveau', 'français', 'site', 'internet', 'école']",14,"['test', 'internet']",2,0.14285714285714285,1,6,0.42857142857142855
J'ai éteint le feu.,A1,"['éteindre', 'feu']",5,['feu'],1,0.2,1,2,0.4
Je vais au travail en transports tous les jours.,A1,"['aller', 'travail', 'transport', 'jour']",9,"['aller', 'travail', 'transport', 'jour']",4,0.4444444444444444,1,4,0.4444444444444444
C'est un métier très complet.,A1,"['métier', 'complet']",6,[],0,0.0,1,2,0.3333333333333333
J'ai perdu ma montre.,A1,"['perdu', 'montre']",5,['montre'],1,0.2,1,2,0.4
Vous allez au restaurant.,A1,"['aller', 'restaurer']",4,"['aller', 'restaurer']",2,0.5,1,2,0.5
Viens ici!,A1,"['vien', 'ici']",2,"['vien', 'ici']",2,1.0,0,2,1.0
"Le soir, elle a dîné dans un restaurant avec son frère",A1,"['soir', 'dîner', 'restaurant', 'frère']",11,"['soir', 'restaurant']",2,0.18181818181818182,1,4,0.36363636363636365
"Il y a 5 ans, ma famille et moi avons déménagé dans le sud de la France",A1,"['an', 'famille', 'déménager', 'sud', 'france']",17,"['sud', 'france']",2,0.11764705882352941,1,5,0.29411764705882354
Quelle est la date du mariage ?,A1,"['quell', 'date', 'mariage']",6,"['quell', 'date']",2,0.3333333333333333,1,3,0.5
Je n'ai aucune nouvelle depuis son départ,A1,['départ'],8,[],0,0.0,0,1,0.125
J'ai déjà mangé.,A1,"['déjà', 'manger']",4,['manger'],1,0.25,1,2,0.5
Je m'inquiète beaucoup pour notre relation.,A1,"['inquiéter', 'relation']",7,['relation'],1,0.14285714285714285,1,2,0.2857142857142857
Vous vous levez à quelle heure ?,A1,"['lever', 'quell', 'heure']",6,"['lever', 'quell', 'heure']",3,0.5,1,3,0.5
Merci pour l'effort.,A1,['effort'],4,['effort'],1,0.25,1,1,0.25
Je regarde un film en allemand.,A1,"['regarde', 'film', 'allemand']",6,['regarde'],1,0.16666666666666666,1,3,0.5
Mon ami ne répond pas au téléphone.,A1,"['ami', 'répondre', 'téléphone']",7,[],0,0.0,1,3,0.42857142857142855
Le chaufffeur de bus est en retard.,A1,"['chaufffeur', 'bus', 'retard']",7,"['bus', 'retard']",2,0.2857142857142857,1,3,0.42857142857142855
L'une s'appelle Jennifer et elle a 21 ans et l'autre s'appelle Ashley et elle a 22 ans,A1,"['appeler', 'jennifer', '21', 'an', 'appeler', 'ashley', '22', 'an']",21,"['appeler', 'jennifer', 'appeler', 'ashley']",4,0.19047619047619047,0,8,0.38095238095238093
Je vais à l'école pendant la journée. Mon père s'appelle Alain.,A1,"['aller', 'école', 'journée', 'père', 'appeler', 'alain']",13,"['aller', 'appeler']",2,0.15384615384615385,2,6,0.46153846153846156
Je fais ma toilette et je prends mon petit déjeuner,A1,"['faire', 'toilette', 'prendre', 'petit', 'déjeuner']",10,"['faire', 'toilette', 'prendre']",3,0.3,0,5,0.5
J'ai deux voisins.,A1,['voisin'],4,[],0,0.0,1,1,0.25
Le paysage devient tout blanc à cause de la neige et de la glace.,A1,"['paysage', 'devient', 'blanc', 'cause', 'neige', 'glace']",14,"['paysage', 'cause', 'neige', 'glace']",4,0.2857142857142857,1,6,0.42857142857142855
"Je vais à l'école à Nice, mais j'habite à Cagnes-Sur-Mer",A1,"['aller', 'école', 'nice', 'habite', 'cagnes', 'mer']",14,"['aller', 'habite', 'mer']",3,0.21428571428571427,3,6,0.42857142857142855
Mon papa est italien et il est fleuriste,A1,"['papa', 'italien', 'fleuriste']",8,"['papa', 'italien']",2,0.25,0,3,0.375
J'aime beaucoup lire et je nage très bien,A1,"['aime', 'lire', 'nage']",9,"['aime', 'lire', 'nage']",3,0.3333333333333333,0,3,0.3333333333333333
Nous jouons dans le jardin quand il fait beau ou dans la maison quand il pleut.,A1,"['jouer', 'jardin', 'faire', 'maison', 'pleuvoir']",16,['faire'],1,0.0625,1,5,0.3125
Peut-être que je devrais avancer un peu mon réveil pour éviter ça,A1,"['devoir', 'avancer', 'réveil', 'éviter']",13,[],0,0.0,1,4,0.3076923076923077
"Ce sera inoubliable, j'en suis sûr!",A1,"['inoubliable', 'sûr']",7,[],0,0.0,1,2,0.2857142857142857
Ça te dérange si je fume?,A1,"['çer', 'dérange', 'fume']",6,['fume'],1,0.16666666666666666,1,3,0.5
Tu es ridicule.,A1,"['taire', 'ridicule']",3,"['taire', 'ridicule']",2,0.6666666666666666,1,2,0.6666666666666666
Il a les yeux marron.,A1,"['oeil', 'marron']",5,"['oeil', 'marron']",2,0.4,1,2,0.4
"J'étais assez calme, j'avais beaucoup de copains et je passais des heures avec eux tous les jours",A1,"['calme', 'copain', 'passer', 'heure', 'jour']",19,"['calme', 'passer', 'heure', 'jour']",4,0.21052631578947367,1,5,0.2631578947368421
Nous sommes en retard.,A1,['retard'],4,['retard'],1,0.25,1,1,0.25
"Sur la table, il y a un chat noir, un petit livre, un vase, une assiette et un sac",A1,"['table', 'chat', 'noir', 'petit', 'livre', 'vase', 'assiette', 'sac']",19,"['chat', 'vase', 'assiette', 'sac']",4,0.21052631578947367,4,8,0.42105263157894735
Je suis arrivée il y a un mois et j'habite en colocation avec deux copines,A1,"['arriver', 'mois', 'habite', 'colocation', 'copine']",16,"['arriver', 'habite']",2,0.125,0,5,0.3125
"Je cherche cette adresse, vous pouvez m'aider ?",A1,"['cherche', 'adresse', 'pouvoir', 'aider']",8,['aider'],1,0.125,2,4,0.5
Ils sont pas chers,A1,[],4,[],0,0.0,0,0,0.0
Je vous vends des livres.,A1,"['vendre', 'livre']",5,['vendre'],1,0.2,1,2,0.4
